Line,bus0,bus1,r,x,b,s_nom,s_max_pu,length,num_parallel,type,g,s_nom_extendable,s_nom_min,s_nom_max,capital_cost,build_year,lifetime,carrier,terrain_factor,v_ang_min,v_ang_max,sub_network,x_pu,r_pu,g_pu,b_pu,x_pu_eff,r_pu_eff,s_nom_opt,x1,y1,x2,y2
97,35053,35073,0.246657888,1.3888408320000003,1.0922075194286915e-07,144.84794493537007,1.0,2.2928986574276777,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.614,47.5032,-122.622,47.5231
98,35053,35087,0.31948214399999997,1.8404121599999999,2.537282083595883e-07,144.84794493537007,1.0,3.8745756531203446,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.614,47.5032,-122.665,47.498
99,35053,35134,0.8109696959999998,4.406629248,1.5584961142617095e-06,144.84794493537007,1.0,22.101226695318342,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.614,47.5032,-122.504,47.6876
100,35054,35080,0.50428512,2.6466589439999995,2.0121823146397817e-07,144.84794493537007,1.0,5.231484075290083,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.622,47.4023,-122.645,47.4467
101,35054,35087,1.1161307520000001,5.034624192000001,5.061961772736821e-07,144.84794493537007,1.0,11.121725408767732,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.622,47.4023,-122.665,47.498
102,35055,35079,0.17566185599999998,1.2096748799999997,1.8231463978155848e-07,144.84794493537007,1.0,2.9049240602719197,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.686,45.8363,-122.666,45.8584
103,35055,35102,0.5256144,2.9859468479999993,1.2077294685990336e-06,144.84794493537007,1.0,13.194327016109542,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.686,45.8363,-122.529,45.8824
104,35055,35480,0.461474208,2.087374752,1.7601344255408527e-06,144.84794493537007,1.0,16.839904777652656,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.686,45.8363,-122.554,45.9567
105,35056,35086,0.4160733119999999,2.4833375999999996,3.616887208569628e-07,144.84794493537007,1.0,6.659420807874209,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.652,45.7159,-122.64,45.6566
106,35056,35101,0.8240719679999154,4.2257874239995665,1.222852341944844e-06,144.84794493537007,1.0,18.452852312860394,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.652,45.7159,-122.424,45.763
107,35057,35603,1.4350034880000002,11.090463840000002,1.2514177693761817e-06,144.84794493537007,1.0,32.306812946711744,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.775,45.6572,-123.052,45.4409
108,35057,35605,0.5102268480000001,2.5008580800000004,2.5553455156479734e-06,144.84794493537007,1.0,19.457496645036745,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.775,45.6572,-122.886,45.8141
109,35057,35624,0.624033792,3.297354336,2.3272421760134424e-07,144.84794493537007,1.0,5.413939497384843,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.775,45.6572,-122.813,45.6164
110,35057,35636,0.53475552,2.61359856,7.7882797731569e-07,144.84794493537007,1.0,10.130926856694222,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.775,45.6572,-122.898,45.6271
111,35057,35678,0.39748636800000003,1.8885553920000004,2.2642302037387106e-07,144.84794493537007,1.0,4.767544278900545,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.775,45.6572,-122.722,45.6788
112,35058,35077,0.42567148800000004,2.793983328,4.872925855912622e-07,144.84794493537007,1.0,7.666246175061583,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.67,47.3081,-122.719,47.2477
113,35058,35493,1.405599552,7.605868896,3.6450325561856757e-06,144.84794493537007,1.0,43.554069440029735,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.67,47.3081,-123.225,47.4181
114,35059,35480,0.8167590719999999,4.739518368000001,4.3478260869565214e-07,144.84794493537007,1.0,8.839684021967152,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.568,46.0356,-122.554,45.9567
115,35060,35090,0.260369568,1.4487151679999999,6.355807603444654e-07,144.84794493537007,1.0,6.682617030081273,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.665,47.1074,-122.607,47.0621
116,35061,35661,0.20887459200000005,1.0097890560000002,3.9487502625498853e-07,144.84794493537007,1.0,4.07017172278496,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.658,45.5909,-122.707,45.5781
117,35061,35686,0.24163027200000003,0.9643881599999999,1.1384162990968285e-07,144.84794493537007,1.0,2.1065276916718276,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.658,45.5909,-122.665,45.5726
118,35061,35694,0.092325312,0.571015296,7.89750052509977e-08,144.84794493537007,1.0,1.2071258760400032,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.658,45.5909,-122.648,45.5992
119,35062,35076,0.05012380799999999,0.3123216000000001,6.76328502415459e-08,144.84794493537007,1.0,0.7005133464501321,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.615,45.6377,-122.606,45.638
120,35062,35086,0.17048188799999997,1.0856603519999999,1.2350346565847509e-07,144.84794493537007,1.0,2.862381337360236,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.615,45.6377,-122.64,45.6566
121,35062,35675,0.28489823999999997,1.4858890559999998,4.818315479941188e-07,144.84794493537007,1.0,5.691914432011859,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.615,45.6377,-122.624,45.5869
122,35063,35126,0.9803851199999999,7.455040415999999,6.355807603444654e-07,144.84794493537007,1.0,17.264792388627505,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.692,48.5919,-122.474,48.6497
123,35064,35109,0.7183396799999999,3.701544191999999,5.515647973114891e-07,144.84794493537007,1.0,10.031529280153128,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.581,48.1206,-122.608,48.209
124,35064,35118,0.6648641279999999,4.25900016,9.153539172442762e-07,144.84794493537007,1.0,13.26880087915521,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.581,48.1206,-122.507,48.012
125,35065,35125,1.2182065919999998,9.033407136,1.5858013022474268e-06,144.84794493537007,1.0,29.26853721857502,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.651,46.6517,-122.371,46.4722
126,35067,35073,0.573452928,2.627005536,3.306028145347616e-06,144.84794493537007,1.0,22.795347395989147,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.703,47.7207,-122.622,47.5231
127,35068,35073,0.554256576,2.499029856,2.024784709094728e-07,144.84794493537007,1.0,5.022107878681391,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.642,47.5662,-122.622,47.5231
128,35068,35082,0.260826624,1.7109129600000004,1.3106490233144296e-07,144.84794493537007,1.0,3.0084389033426224,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.642,47.5662,-122.668,47.5868
129,35069,35070,0.473510016,2.8980397439999996,3.57487922705314e-07,144.84794493537007,1.0,8.239125429687844,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.63,48.2781,-122.535,48.2395
130,35069,35234,1.184841504,5.595431904000001,3.110270951480781e-06,144.84794493537007,1.0,34.991992445083866,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.63,48.2781,-122.286,48.0627
131,35069,35446,1.431499392,8.437710816000001,1.0703633690401175e-06,144.84794493537007,1.0,22.042234047059427,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.63,48.2781,-122.56,48.4708
132,35070,35109,0.4917922559999999,2.3629795199999997,3.301827347195967e-07,144.84794493537007,1.0,6.383304824028655,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.535,48.2395,-122.608,48.209
133,35070,35147,0.47244355199999993,3.058771104,2.303717706364209e-06,144.84794493537007,1.0,18.792769831920786,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.535,48.2395,-122.401,48.3831
134,35070,35168,1.1740625999999998,12.667116600000002,2.6784961142617094e-06,905.2996558460629,1.0,45.163460237335336,2.25,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.535,48.2395,-122.246,47.8822
135,35070,35182,0.6686729279999999,4.5583718399999995,6.931316950220542e-07,144.84794493537007,1.0,16.612434423508827,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.535,48.2395,-122.317,48.2045
136,35070,35446,0.7341462000000001,9.376313399999999,1.5457592942659106e-06,905.2996558460629,1.0,25.785639046135344,2.25,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.535,48.2395,-122.56,48.4708
137,35070,35467,0.7131978000000001,7.736625,1.3910354967443816e-06,905.2996558460629,1.0,25.139601348228588,2.25,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.535,48.2395,-122.436,48.4558
138,35071,35072,0.38788819199999997,2.1396314879999996,3.1842049989498e-07,144.84794493537007,1.0,5.315939721886504,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.684,47.7984,-122.658,47.7539
139,35071,35197,0.702647424,4.388194656,2.5616467128754465e-06,144.84794493537007,1.0,26.785337588804563,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.684,47.7984,-122.377,47.9233
140,35073,35080,0.6147403200000001,4.004267616,5.061961772736821e-07,144.84794493537007,1.0,8.669315881300356,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.622,47.5231,-122.645,47.4467
141,35073,35431,1.080747,14.002101,2.1095400126023943e-06,905.2996558460629,1.0,43.90132332222942,2.25,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.622,47.5231,-123.16,47.3698
142,35073,35456,0.890307,10.888407,1.4750514597773576e-06,905.2996558460629,1.0,32.091970195008585,2.25,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.622,47.5231,-122.428,47.2661
143,35074,35675,0.09445824000000001,0.66120768,7.687460617517329e-08,144.84794493537007,1.0,1.3108213690371688,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.627,45.5753,-122.624,45.5869
144,35074,35691,0.301199904,1.8992200320000001,1.8987607645452636e-07,144.84794493537007,1.0,4.629052348187411,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.627,45.5753,-122.58,45.5498
145,35074,35694,0.08684063999999998,0.629670816,3.6672967863894136e-07,144.84794493537007,1.0,3.1197862434127575,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.627,45.5753,-122.648,45.5992
146,35075,35085,0.09125884799999999,0.5571512639999999,6.011342155009452e-07,144.84794493537007,1.0,3.8535543564965007,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.554,45.6695,-122.584,45.6971
147,35075,35692,0.249704928,1.7314804799999999,1.0922075194286913e-07,144.84794493537007,1.0,2.3662822305634346,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.554,45.6695,-122.544,45.6494
148,35076,35104,0.32618563200000006,2.10702816,2.457466918714556e-07,144.84794493537007,1.0,4.96060691032437,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.606,45.638,-122.574,45.6766
149,35076,35685,0.149152608,0.9311754240000001,3.0203738710354964e-07,144.84794493537007,1.0,3.447394770035022,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.606,45.638,-122.565,45.6262
150,35078,35123,0.6695870399999999,3.468140928,1.4253308128544425e-06,144.84794493537007,1.0,18.614670099525288,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.67,48.8946,-122.452,48.8083
151,35078,35495,0.4591889280000001,2.6626559039999997,4.268010922075195e-07,144.84794493537007,1.0,7.421559956770925,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.67,48.8946,-122.687,48.8288
152,35080,35114,0.7817181120000001,4.067341344,7.389203948750264e-07,144.84794493537007,1.0,12.632143815480406,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.645,47.4467,-122.48,47.4255
153,35081,35089,0.032755679999999995,0.22395743999999998,8.485612266330603e-08,289.69588987074013,1.0,0.7575313647549601,0.72,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.565,47.1496,-122.575,47.1492
154,35081,35113,0.089278272,0.5096936160000001,3.629489603024575e-07,289.69588987074013,1.0,2.8558379490551506,0.72,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.565,47.1496,-122.557,47.1245
155,35082,35083,0.37768060800000003,2.04989616,2.2306238185255197e-07,144.84794493537007,1.0,4.7370280018556485,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.668,47.5868,-122.62,47.6145
156,35083,35093,0.68634576,3.5295387839999997,5.704683889939089e-07,144.84794493537007,1.0,9.641332796718942,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.62,47.6145,-122.493,47.6283
157,35084,35111,0.10466582399999998,0.810664992,3.931947069943289e-07,144.84794493537007,1.0,3.5021667801612586,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.552,45.7462,-122.514,45.7632
158,35084,35112,0.263111904,1.3792426560000002,1.079605124973745e-07,144.84794493537007,1.0,2.9226489579652704,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.552,45.7462,-122.566,45.7218
159,35085,35112,0.185412384,1.078956864,1.9239655534551567e-07,144.84794493537007,1.0,3.081681790915212,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.584,45.6971,-122.566,45.7218
160,35088,35095,0.17261481599999998,1.1306041919999998,2.2180214240705733e-07,144.84794493537007,1.0,2.818997143908482,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.596,47.1162,-122.584,47.0922
161,35089,35108,0.524243232,3.4526010239999994,3.5160680529300565e-07,144.84794493537007,1.0,7.28483598384734,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.575,47.1492,-122.577,47.2147
162,35090,35095,0.345381984,1.4671497599999996,1.907162360848561e-07,144.84794493537007,1.0,3.7730142360588776,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.607,47.0621,-122.584,47.0922
163,35091,35092,0.4433443199999999,2.375320032,3.654694391934467e-07,144.84794493537007,1.0,6.023536733107675,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.53,47.2402,-122.56,47.2904
164,35091,35108,0.214663968,0.9971438399999999,4.801512287334593e-07,144.84794493537007,1.0,4.542634035391528,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.53,47.2402,-122.577,47.2147
165,35091,35129,0.17413833599999998,1.2713774400000002,2.075194286914514e-07,144.84794493537007,1.0,3.453968958773045,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.53,47.2402,-122.495,47.2202
166,35092,35121,0.06703487999999999,0.499409856,7.82188615837009e-07,144.84794493537007,1.0,3.649157626402251,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.56,47.2904,-122.518,47.3067
167,35093,35165,0.6232720319999999,2.920740192,3.07918504515858e-07,144.84794493537007,1.0,7.103860213726,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.493,47.6283,-122.399,47.6366
168,35094,35141,0.580308768,2.88173808,2.1844150388573827e-07,144.84794493537007,1.0,4.111376880824827,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.537,47.8029,-122.491,47.7826
169,35095,35099,0.26417836800000005,1.373300928,9.603024574669187e-07,144.84794493537007,1.0,7.67393605218897,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.584,47.0922,-122.486,47.0746
170,35096,35114,0.31095043199999994,2.009827584,4.7048939298466706e-07,144.84794493537007,1.0,5.319767282101457,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.464,47.3789,-122.48,47.4255
171,35096,35152,0.8405259840000001,3.9584096640000004,4.7048939298466716e-07,144.84794493537007,1.0,9.600623867675774,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.464,47.3789,-122.415,47.2992
172,35097,35500,0.455989536,2.264407776,1.4400336063852131e-06,144.84794493537007,1.0,12.589237198969366,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.604,45.5753,-122.726,45.6497
173,35097,35686,0.283831776,1.5673973760000004,2.927956311699223e-07,144.84794493537007,1.0,4.75742522122658,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.604,45.5753,-122.665,45.5726
174,35097,35687,0.24071616000000004,1.14187824,1.0207939508506616e-07,144.84794493537007,1.0,2.3374199827986164,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.604,45.5753,-122.577,45.5661
175,35097,35688,0.29312524799999995,1.69263072,8.42680109220752e-07,144.84794493537007,1.0,7.4502719018185495,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.604,45.5753,-122.646,45.5151
176,35098,35438,0.42338620799999993,2.330680896,1.1611006091157322e-06,144.84794493537007,1.0,11.158786845657055,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.54,45.6205,-122.406,45.5847
177,35098,35705,0.057436704,0.33715497600000005,1.193026675068263e-07,144.84794493537007,1.0,1.24453027166814,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.54,45.6205,-122.524,45.6203
178,35098,35710,0.334107936,1.90211472,3.444654484352027e-07,144.84794493537007,1.0,4.940942285876771,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.54,45.6205,-122.484,45.6415
179,35099,35455,0.531403776,4.225787424,4.776307498424701e-07,144.84794493537007,1.0,9.180278893938537,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.486,47.0746,-122.365,47.0797
180,35100,35152,0.171396,1.187279136,8.233564377231675e-08,144.84794493537007,1.0,2.0241176787443327,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.419,47.2812,-122.415,47.2992
181,35100,35156,0.269053632,1.9088182079999998,1.5584961142617097e-07,144.84794493537007,1.0,3.3633995180673257,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.419,47.2812,-122.375,47.2861
182,35100,35181,0.38164176,2.445706656,5.549254358328082e-07,144.84794493537007,1.0,6.863151624136196,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.419,47.2812,-122.341,47.313
183,35100,35456,0.13010860800000001,0.9179207999999999,1.0165931526990128e-07,144.84794493537007,1.0,1.8111434135721538,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.419,47.2812,-122.428,47.2661
184,35101,35111,0.40586572799988524,2.569264127999274,3.524469649232358e-07,144.84794493537007,1.0,6.981564203802591,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.424,45.763,-122.514,45.7632
185,35101,35476,0.7754716800000301,4.7485071360001845,3.793320730939025e-06,144.84794493537007,1.0,35.34397408689546,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.424,45.763,-122.259,46.0594
186,35102,35433,1.2143977920000002,8.328474431999998,2.0474690191136314e-06,144.84794493537007,1.0,32.127040852706145,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.529,45.8824,-122.202,46.0608
187,35103,35677,0.05317084800000001,0.339287904,3.990758244066373e-08,144.84794493537007,1.0,0.41914470571145523,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.567,45.575,-122.572,45.5764
188,35103,35685,0.28367942399999996,1.2693968640000002,5.969334173492964e-07,144.84794493537007,1.0,5.695306094909618,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.567,45.575,-122.565,45.6262
189,35103,35687,0.146562624,0.8687111040000001,5.419029615626969e-08,144.84794493537007,1.0,1.2590794940638497,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.567,45.575,-122.577,45.5661
190,35104,35112,0.403580448,2.412189216,2.251627809283764e-07,144.84794493537007,1.0,5.06426554890702,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.574,45.6766,-122.566,45.7218
191,35105,35123,0.449743104,2.701200959999999,3.532871245536652e-07,144.84794493537007,1.0,7.072919320175833,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.544,48.8277,-122.452,48.8083
192,35105,35472,0.9447347519999997,5.3486216639999995,4.2470069313169495e-07,144.84794493537007,1.0,10.395354672632362,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.544,48.8277,-122.686,48.8288
