technology,parameter,value,unit,year,source,further description
Commercial Oil-Fired Boilers,FOM,6.7,%/year,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.122) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Rooftop Air Conditioners,efficiency,3.6,per unit,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.135) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf. Used Efficiency Conversion
Commercial Rooftop Air Conditioners,efficiency,3.8,per unit,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.135) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf. Used Efficiency Conversion
Commercial Rooftop Air Conditioners,efficiency,3.8,per unit,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.135) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf. Used Efficiency Conversion
Commercial Rooftop Air Conditioners,efficiency,4.4,per unit,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.135) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf. Used Efficiency Conversion
Commercial Rooftop Air Conditioners,efficiency,4.4,per unit,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.135) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf. Used Efficiency Conversion
Commercial Rooftop Air Conditioners,efficiency,4.4,per unit,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.135) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf. Used Efficiency Conversion
Commercial Rooftop Air Conditioners,lifetime,21,years,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.135) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Rooftop Air Conditioners,lifetime,21,years,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.135) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Rooftop Air Conditioners,lifetime,21,years,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.135) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Rooftop Air Conditioners,lifetime,21,years,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.135) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Rooftop Air Conditioners,lifetime,21,years,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.135) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Rooftop Air Conditioners,lifetime,21,years,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.135) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Rooftop Air Conditioners,investment,115,USD/kBtu/hr,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.135) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Rooftop Air Conditioners,investment,131.9,USD/kBtu/hr,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.135) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Rooftop Air Conditioners,investment,131.9,USD/kBtu/hr,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.135) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Rooftop Air Conditioners,investment,152.4,USD/kBtu/hr,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.135) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Rooftop Air Conditioners,investment,152.4,USD/kBtu/hr,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.135) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Rooftop Air Conditioners,investment,152.4,USD/kBtu/hr,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.135) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Rooftop Air Conditioners,FOM,3.6,%/year,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.135) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Rooftop Air Conditioners,FOM,3.1,%/year,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.135) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Rooftop Air Conditioners,FOM,3.1,%/year,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.135) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Rooftop Air Conditioners,FOM,2.7,%/year,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.135) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Rooftop Air Conditioners,FOM,2.7,%/year,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.135) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Rooftop Air Conditioners,FOM,2.7,%/year,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.135) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Rooftop Heat Pumps,efficiency,3.3,per unit,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.139) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Rooftop Heat Pumps,efficiency,3.3,per unit,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.139) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Rooftop Heat Pumps,efficiency,3.4,per unit,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.139) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Rooftop Heat Pumps,efficiency,3.4,per unit,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.139) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Rooftop Heat Pumps,efficiency,3.5,per unit,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.139) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Rooftop Heat Pumps,efficiency,3.5,per unit,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.139) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Rooftop Heat Pumps,lifetime,21,years,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.139) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Rooftop Heat Pumps,lifetime,21,years,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.139) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Rooftop Heat Pumps,lifetime,21,years,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.139) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Rooftop Heat Pumps,lifetime,21,years,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.139) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Rooftop Heat Pumps,lifetime,21,years,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.139) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Rooftop Heat Pumps,lifetime,21,years,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.139) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Rooftop Heat Pumps,investment,103.9,USD/kBtu/hr,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.139) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Rooftop Heat Pumps,investment,103.9,USD/kBtu/hr,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.139) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Rooftop Heat Pumps,investment,166.2,USD/kBtu/hr,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.139) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Rooftop Heat Pumps,investment,166.7,USD/kBtu/hr,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.139) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Rooftop Heat Pumps,investment,172.3,USD/kBtu/hr,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.139) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Rooftop Heat Pumps,investment,172.3,USD/kBtu/hr,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.139) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Rooftop Heat Pumps,FOM,4.1,%/year,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.139) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Rooftop Heat Pumps,FOM,4.1,%/year,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.139) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Rooftop Heat Pumps,FOM,2.5,%/year,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.139) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Rooftop Heat Pumps,FOM,2.5,%/year,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.139) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Rooftop Heat Pumps,FOM,2.5,%/year,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.139) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Rooftop Heat Pumps,FOM,2.5,%/year,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.139) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Ground-Source Heat Pump,efficiency,3.1,per unit,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.141) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Ground-Source Heat Pump,efficiency,3.7,per unit,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.141) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Ground-Source Heat Pump,efficiency,3.5,per unit,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.141) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Ground-Source Heat Pump,efficiency,3.5,per unit,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.141) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Ground-Source Heat Pump,efficiency,3.5,per unit,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.141) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Ground-Source Heat Pump,efficiency,3.5,per unit,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.141) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Ground-Source Heat Pump,lifetime,15,years,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.141) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Ground-Source Heat Pump,lifetime,15,years,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.141) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Ground-Source Heat Pump,lifetime,15,years,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.141) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Ground-Source Heat Pump,lifetime,15,years,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.141) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Ground-Source Heat Pump,lifetime,15,years,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.141) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Ground-Source Heat Pump,lifetime,15,years,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.141) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Ground-Source Heat Pump,investment,672.7,USD/kBtu/hr,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.141) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Ground-Source Heat Pump,investment,466.1,USD/kBtu/hr,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.141) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Ground-Source Heat Pump,investment,466.1,USD/kBtu/hr,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.141) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Ground-Source Heat Pump,investment,466.1,USD/kBtu/hr,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.141) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Ground-Source Heat Pump,investment,466.1,USD/kBtu/hr,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.141) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Ground-Source Heat Pump,investment,466.1,USD/kBtu/hr,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.141) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Ground-Source Heat Pump,FOM,0.6,%/year,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.141) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Ground-Source Heat Pump,FOM,0.8,%/year,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.141) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Ground-Source Heat Pump,FOM,0.8,%/year,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.141) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Ground-Source Heat Pump,FOM,0.8,%/year,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.141) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Ground-Source Heat Pump,FOM,0.8,%/year,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.141) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Ground-Source Heat Pump,FOM,0.8,%/year,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.141) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Gas-Fired Storage Water Heaters,efficiency,0.81,per unit,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.148) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Gas-Fired Storage Water Heaters,efficiency,0.82,per unit,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.148) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Gas-Fired Storage Water Heaters,efficiency,0.82,per unit,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.148) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Gas-Fired Storage Water Heaters,efficiency,0.95,per unit,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.148) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Gas-Fired Storage Water Heaters,efficiency,0.95,per unit,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.148) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Gas-Fired Storage Water Heaters,efficiency,0.95,per unit,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.148) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Gas-Fired Storage Water Heaters,lifetime,13,years,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.148) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Gas-Fired Storage Water Heaters,lifetime,10,years,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.148) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Gas-Fired Storage Water Heaters,lifetime,10,years,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.148) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Gas-Fired Storage Water Heaters,lifetime,10,years,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.148) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Gas-Fired Storage Water Heaters,lifetime,10,years,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.148) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Gas-Fired Storage Water Heaters,lifetime,10,years,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.148) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Gas-Fired Storage Water Heaters,investment,68.1,USD/gal,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.148) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Gas-Fired Storage Water Heaters,investment,68.3,USD/gal,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.148) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Gas-Fired Storage Water Heaters,investment,68.3,USD/gal,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.148) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Gas-Fired Storage Water Heaters,investment,76.3,USD/gal,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.148) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Gas-Fired Storage Water Heaters,investment,76.3,USD/gal,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.148) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Gas-Fired Storage Water Heaters,investment,76.3,USD/gal,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.148) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Gas-Fired Storage Water Heaters,FOM,4.7,%/year,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.148) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Gas-Fired Storage Water Heaters,FOM,4.7,%/year,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.148) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Gas-Fired Storage Water Heaters,FOM,4.5,%/year,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.148) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Gas-Fired Storage Water Heaters,FOM,4.2,%/year,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.148) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Gas-Fired Storage Water Heaters,FOM,4.2,%/year,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.148) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Gas-Fired Storage Water Heaters,FOM,4.2,%/year,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.148) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Oil-Fired Storage Water Heaters,efficiency,0.79,per unit,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.156) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Storage Water Heaters,efficiency,0.81,per unit,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.156) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Storage Water Heaters,efficiency,0.81,per unit,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.156) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Storage Water Heaters,efficiency,0.81,per unit,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.156) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Storage Water Heaters,efficiency,0.81,per unit,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.156) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Storage Water Heaters,efficiency,0.81,per unit,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.156) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Storage Water Heaters,lifetime,13,years,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.156) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Storage Water Heaters,lifetime,13,years,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.156) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Storage Water Heaters,lifetime,13,years,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.156) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Storage Water Heaters,lifetime,13,years,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.156) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Storage Water Heaters,lifetime,13,years,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.156) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Storage Water Heaters,lifetime,13,years,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.156) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Storage Water Heaters,investment,87.4,USD/gal,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.156) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Storage Water Heaters,investment,72,USD/gal,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.156) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Storage Water Heaters,investment,72,USD/gal,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.156) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Storage Water Heaters,investment,72,USD/gal,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.156) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Storage Water Heaters,investment,72,USD/gal,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.156) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Storage Water Heaters,investment,72,USD/gal,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.156) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Storage Water Heaters,FOM,3.27,%/year,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.156) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Storage Water Heaters,FOM,3.27,%/year,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.156) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Storage Water Heaters,FOM,3.27,%/year,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.156) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Storage Water Heaters,FOM,3.27,%/year,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.156) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Storage Water Heaters,FOM,3.43,%/year,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.156) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Storage Water Heaters,FOM,3.43,%/year,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.156) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Electric Resistance Storage Water Heaters,efficiency,0.98,per unit,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.151) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Electric Resistance Storage Water Heaters,efficiency,0.98,per unit,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.151) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Electric Resistance Storage Water Heaters,efficiency,0.98,per unit,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.151) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Electric Resistance Storage Water Heaters,efficiency,0.98,per unit,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.151) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
